_id,userid,url,details.fieldname,details.originalname,details.encoding,details.mimetype,details.size,details.bucket,details.key,details.acl,details.contentType,details.contentDisposition,details.contentEncoding,details.storageClass,details.serverSideEncryption,details.metadata.fieldName,details.location,details.etag,details.versionId,storage,createdAt,updatedAt,compressUrl,roteid,details.hash
6620c4715bacf421cc876295,65f2f28eaa85f74b004888a8,https://rote-r2.zzfw.cc/uploads/2024/4/6aeca01d-38b7-4134-802f-f83e003d41da_下载.jpeg,file,下载.jpeg,7bit,image/jpeg,3594,rote,uploads/2024/4/6aeca01d-38b7-4134-802f-f83e003d41da_下载.jpeg,private,application/octet-stream,,,STANDARD,,file,https://rote-r2.zzfw.cc/uploads/2024/4/6aeca01d-38b7-4134-802f-f83e003d41da_下载.jpeg,"""06c757eb4ee0c2a1fd483148ff69dea2""",7e711000a882ece7effc01d74e1fd3f4,R2,2024-04-18T06:57:53.933Z,2024-09-24T07:17:28.675Z,https://rote-r2.zzfw.cc/compressed/2024/4/6aeca01d-38b7-4134-802f-f83e003d41da_%E4%B8%8B%E8%BD%BD.webp,,
