"userid","url","storage","createdAt","updatedAt","compressUrl","roteid","id","details"
"65f2f28e-aa85-f74b-0048-88a800000000","https://rote-r2.zzfw.cc/uploads/2024/4/6aeca01d-38b7-4134-802f-f83e003d41da_下载.jpeg","R2","2024-04-18T06:57:53.933Z","2024-09-24T07:17:28.675Z","https://rote-r2.zzfw.cc/compressed/2024/4/6aeca01d-38b7-4134-802f-f83e003d41da_%E4%B8%8B%E8%BD%BD.webp","00000000-0000-0000-0000-000000000000","6620c471-5bac-f421-cc87-629500000000","{""fieldname"":""file"",""originalname"":""下载.jpeg"",""encoding"":""7bit"",""mimetype"":""image/jpeg"",""size"":""3594"",""bucket"":""rote"",""key"":""uploads/2024/4/6aeca01d-38b7-4134-802f-f83e003d41da_下载.jpeg"",""acl"":""private"",""contentType"":""application/octet-stream"",""contentDisposition"":"""",""contentEncoding"":"""",""storageClass"":""STANDARD"",""serverSideEncryption"":"""",""metadata"":{""fieldName"":""file""},""location"":""https://rote-r2.zzfw.cc/uploads/2024/4/6aeca01d-38b7-4134-802f-f83e003d41da_下载.jpeg"",""etag"":""06c757eb4ee0c2a1fd483148ff69dea2"",""versionId"":""7e711000a882ece7effc01d74e1fd3f4"",""hash"":""""}"
