_id,userid,permissions[0],permissions[1],permissions[2],createdAt,updatedAt
65f2f28eaa85f74b004888a8,65f2f28eaa85f74b004888a8,SENDROTE,,,2024-04-17T09:48:48.170Z,2024-04-17T09:48:48.170Z
